"","id_num","wave","StartDate","EndDate","duration","ResponseId","def","crime","terror","poor","health","econ","abort","unemploy","blkaid","adopt","imm","vaccines","guns","djt","interest","friends_1","friends_2","friends_3","friends_4","friends_5","tense","death","ewry","values","ideo","partyid","votereport","gender","ethnic","edu","inc","age","state","relig","voting","climate","check","beh_att_1","beh_att_2","beh_att_3","beh_identity","virusthreat","quarantine","sickleave","fourth","id","voting_string","voting_factor"
"689",154,2,2019-05-22 16:14:27,2019-05-22 16:16:39,132,"R_3RgaUIl7VZ8vrZU",1,2,1,7,7,NA,4,7,7,7,1,2,1,4,6,7,2,3,1,6,3,5,7,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2BsAzQ1vzxwAzdl",NA,"Clinton"
"690",434,2,2019-05-22 16:15:17,2019-05-22 16:18:43,206,"R_C35bf3RsoNRlvqh",6,5,5,3,3,5,2,2,4,7,5,1,2,2,6,7,7,7,7,7,1,7,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2Wu4Nwo8RMHMqlr",NA,"Trump"
"691",362,2,2019-05-22 16:15:20,2019-05-22 16:17:26,126,"R_2ePeiljx3xQmn3y",1,4,1,5,7,5,4,4,3,7,4,1,1,4,6,7,7,7,7,7,6,6,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_ROhVTz9ITOhqaTD",NA,"Clinton"
"692",296,2,2019-05-22 16:15:32,2019-05-22 16:18:07,155,"R_1Id7cUQ8VHRPqht",1,2,1,7,7,1,4,7,7,7,2,1,1,4,6,6,1,4,2,6,6,2,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_28zzYNJjJPouGAZ",NA,"Clinton"
"693",119,2,2019-05-22 16:15:43,2019-05-22 16:19:25,222,"R_25vizltIJO7tkLh",1,5,1,7,7,NA,4,6,6,7,1,1,1,1,6,4,3,6,4,4,4,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2z5X6EPKfxzTRSq",NA,"Clinton"
"694",258,2,2019-05-22 16:15:51,2019-05-22 16:18:11,139,"R_3MsqkfVoWQGsH6F",4,4,4,6,6,4,4,5,5,7,5,2,3,2,6,6,6,6,6,6,5,5,7,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_R8JqGI4NuYSFBpD",NA,"Trump"
"695",209,2,2019-05-22 16:16:03,2019-05-22 16:21:49,345,"R_1ihdHvozv0Rc3wK",2,4,1,4,1,2,4,4,4,7,3,2,3,3,6,7,7,7,7,7,1,1,1,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1FKBsJHcN0y7yiD",NA,"Trump"
"696",542,2,2019-05-22 16:16:36,2019-05-22 16:20:10,213,"R_3GfBOU4Cnvu7tJD",4,4,2,5,6,5,3,5,5,7,3,2,2,NA,1,7,7,7,7,7,1,7,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3DjyiZA1kurxf4i",NA,"Other"
"697",131,2,2019-05-22 16:16:39,2019-05-22 16:22:26,346,"R_WoNoBgf0viymgpz",3,4,3,5,6,4,4,4,4,7,2,4,4,NA,6,6,6,6,6,6,2,1,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_31FcnqNSQFKTCfq",NA,"Trump"
"698",147,2,2019-05-22 16:16:42,2019-05-22 16:18:53,131,"R_8nM62c7qrkS0upX",4,5,4,5,7,5,3,5,5,7,3,1,5,4,3,7,5,7,5,7,3,3,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1OT8z3zEUdAicqq",NA,"Clinton"
"699",115,2,2019-05-22 16:16:50,2019-05-22 16:19:11,141,"R_333gZgyw75EOlC6",4,4,3,6,7,3,4,5,5,7,7,2,2,2,1,7,7,7,7,7,2,1,6,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1f2hKRyokGO2W3r",NA,"Other"
"700",369,2,2019-05-22 16:16:50,2019-05-22 16:22:22,332,"R_WCZZtyIg4FmCFjj",4,6,4,6,6,7,2,4,4,1,4,7,3,NA,2,4,3,4,4,4,2,1,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_10HjaHNDxjQir75",NA,"Trump"
"701",355,2,2019-05-22 16:16:58,2019-05-22 16:19:31,152,"R_0OjAaPXM3hN8qDn",1,4,1,5,4,7,4,4,7,7,4,1,1,4,4,6,5,6,5,6,2,3,6,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_33CnWXc8WQrL7FX",NA,"Clinton"
"702",114,2,2019-05-22 16:17:23,2019-05-22 16:21:14,231,"R_2CJrAYdfEYNxfkD",1,3,1,4,6,4,3,4,4,7,5,1,4,3,3,7,7,7,7,7,5,6,7,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_33mqq8aKxbfrDa1",NA,"Trump"
"703",420,2,2019-05-22 16:17:26,2019-05-22 16:19:20,114,"R_1gFxiknFs2gRnEr",1,1,1,1,7,3,4,7,7,7,1,3,1,4,6,NA,3,4,3,NA,5,3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1cRCobA6VexdkZ5",NA,"Clinton"
"704",521,2,2019-05-22 16:17:37,2019-05-22 16:20:25,168,"R_1hYCiQpXAlLxxuD",3,4,3,5,6,4,2,4,4,5,5,3,2,2,3,6,6,6,6,6,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_pN3F2cRqTWnAjGp",NA,"Other"
"705",197,2,2019-05-22 16:17:45,2019-05-22 16:21:49,244,"R_1rokd97g0qeD1bR",4,5,5,3,3,3,2,2,3,4,5,2,6,1,5,5,6,6,6,5,4,3,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3D8x13SVYnAf8BE",NA,"Trump"
"706",95,2,2019-05-22 16:18:07,2019-05-22 16:27:57,589,"R_xyoZDfW4ujguHLz",3,3,2,3,2,1,1,3,4,4,5,6,6,2,5,5,7,7,7,7,3,2,2,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1eqNsRRtPAAFXdL",NA,"Trump"
"707",75,2,2019-05-22 16:18:20,2019-05-22 16:22:46,266,"R_2pQyfm3t01tTYSG",4,4,4,6,4,4,2,5,2,5,7,6,5,2,5,7,7,7,7,7,5,7,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3RvKJzm9xT1P4sQ",NA,"Trump"
"708",111,2,2019-05-22 16:19:30,2019-05-22 16:22:44,193,"R_uxMIrO6JeM3jiqR",1,4,1,7,7,7,4,7,7,7,2,2,1,4,5,7,2,6,5,6,5,3,7,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3g6nJ9mWB2cZviU",NA,"Other"
"709",236,2,2019-05-22 16:19:31,2019-05-22 16:26:00,389,"R_1IpdE08Hp212hWV",NA,NA,NA,6,6,NA,4,NA,NA,7,NA,1,3,4,2,7,NA,7,7,7,2,3,7,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_u942KTlyFGmxS4V",NA,"Other"
"710",73,2,2019-05-22 16:19:38,2019-05-22 16:22:55,197,"R_1Fb0nWXpuMZd1Dz",5,5,4,4,5,4,4,2,1,7,7,1,2,2,5,3,5,5,5,3,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2aIZcVcLklckdLN",NA,"Trump"
"711",196,2,2019-05-22 16:19:41,2019-05-22 16:22:45,183,"R_2uxsAbFPu3Ewip7",4,5,4,5,4,4,4,4,5,7,3,1,2,3,3,7,7,7,7,7,1,7,7,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_0ciHrETdEv7DlOp",NA,"Other"
"712",476,2,2019-05-22 16:19:46,2019-05-22 16:36:02,975,"R_3e9K2kEl7G1Y57Z",5,5,5,6,4,6,4,4,4,5,4,2,4,NA,1,7,7,7,7,7,5,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_123GgjuIhlTG41Z",NA,"Other"
"713",101,2,2019-05-22 16:20:11,2019-05-22 17:07:35,2844,"R_2rhVqzDE8wqRmO0",4,4,5,5,5,3,2,6,3,7,6,2,4,2,7,7,7,7,7,7,1,1,7,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2uyZy6Mzr1YGM4s",NA,"Trump"
"714",404,2,2019-05-22 16:20:49,2019-05-22 16:24:57,248,"R_2uq7bALhn8MgG04",4,7,4,7,7,4,2,5,4,NA,7,1,4,2,5,3,3,7,3,3,1,7,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2EuBAwUt1WKYu9B",NA,"Other"
"715",489,2,2019-05-22 16:21:49,2019-05-22 16:24:17,148,"R_3isdJPMJbHYuZPs",3,7,2,5,6,5,4,4,5,7,4,2,1,4,4,5,3,5,4,5,7,3,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_C9nJSk8qZn6B6rD",NA,"Other"
"716",379,2,2019-05-22 16:21:49,2019-05-22 16:25:14,205,"R_1KrTijn54JL7EKp",1,4,2,7,6,7,4,7,5,7,4,1,1,4,7,7,6,7,6,7,3,2,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_r2zVIYmzCt5ygXT",NA,"Clinton"
"717",129,2,2019-05-22 16:21:53,2019-05-22 16:24:22,148,"R_2471yShLd8mYSSn",6,4,3,3,2,5,3,4,2,4,7,3,4,1,5,7,7,7,7,7,1,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1dh8XYhtbBFAofF",NA,"Other"
"718",536,2,2019-05-22 16:21:53,2019-05-22 16:25:47,233,"R_1lzzqXw9y2RbHUu",3,4,2,7,7,NA,5,7,7,1,3,1,1,4,2,6,2,4,2,6,3,7,7,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_9ysALLADjnmFzm9",NA,"Other"
"719",227,2,2019-05-22 16:22:47,2019-05-22 16:25:44,176,"R_3ExVVilnzobONxF",4,5,5,7,7,6,4,6,5,7,NA,2,1,4,7,5,5,5,5,5,1,3,3,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3LhbYM3Umf1fJok",NA,"Clinton"
"720",124,2,2019-05-22 16:23:50,2019-05-22 16:30:06,375,"R_CgJ2GXdO1BJEYWR",4,6,5,5,5,5,2,5,4,4,6,4,4,2,4,4,6,4,7,4,1,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1r1ZNKpfALliIEo",NA,"Trump"
"721",214,2,2019-05-22 16:24:13,2019-05-22 16:37:21,788,"R_3DwfSMj39RLBuMG",2,4,3,6,5,4,4,5,3,7,3,2,1,4,5,5,3,5,2,5,4,2,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_ZkFbGPJcUNN5bXz",NA,"Other"
"722",4,2,2019-05-22 16:24:21,2019-05-22 16:27:12,171,"R_2wmN8zxJu6DjCy5",3,3,4,5,5,3,2,5,3,5,7,1,4,2,7,7,7,7,7,7,1,3,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_yDxVBXLpG892Xgl",NA,"Trump"
"723",309,2,2019-05-22 16:24:53,2019-05-22 16:29:26,272,"R_T5uIBGoA3z9Bd9T",4,4,5,5,5,4,3,4,4,3,6,3,3,1,7,4,NA,NA,NA,2,1,1,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_DVwsi9rVIkj2wUN",NA,"Trump"
"724",307,2,2019-05-22 16:24:55,2019-05-22 16:27:26,150,"R_1gRsDEONFvMvrP0",3,5,4,6,3,4,4,6,6,7,2,1,1,4,4,7,5,7,5,7,5,2,5,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3PaSdi53LbNbjb8",NA,"Clinton"
"725",190,2,2019-05-22 16:25:47,2019-05-22 16:29:33,225,"R_23Pct2MCZU1OgyB",4,3,4,4,3,4,3,2,3,6,6,2,2,NA,4,7,7,7,7,7,2,2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1GErlM8K83Kl0Ee",NA,"Trump"
"726",34,2,2019-05-22 16:26:27,2019-05-22 16:30:46,259,"R_1DJ4EnToSMfSb6J",2,2,3,7,7,5,4,2,6,7,2,1,1,4,7,6,2,5,3,6,5,3,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2QGuVhE0MxLmfYl",NA,"Clinton"
"727",306,2,2019-05-22 16:27:12,2019-05-22 16:29:54,161,"R_qJgWcn92M1S8Z5T",4,7,4,3,4,6,4,4,4,5,4,1,1,4,2,5,5,5,5,5,6,1,1,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_11ZWNbsSf0nOS1h",NA,"Clinton"
"728",493,2,2019-05-22 16:27:20,2019-05-22 16:29:12,111,"R_3k5qqfK3HucRckM",7,4,5,4,4,3,1,4,4,7,7,4,5,1,7,1,7,5,7,1,1,3,5,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_tFGYOjAXRtYKKlz",NA,"Other"
"729",244,2,2019-05-22 16:27:35,2019-05-22 16:30:44,189,"R_3hxzGvNzXgg60QM",4,5,4,4,7,4,4,4,1,7,1,1,4,4,1,7,2,7,2,6,1,7,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_UMY6SFPydmPNMPv",NA,"Clinton"
"730",58,2,2019-05-22 16:27:55,2019-05-22 16:32:02,247,"R_2c7XGVX94k1u9li",1,6,1,7,7,7,2,5,1,3,3,4,1,4,3,5,7,7,7,7,6,6,5,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3kHXnEPwRU68GdS",NA,"Other"
"731",55,2,2019-05-22 16:28:45,2019-05-22 16:32:54,248,"R_3soXtZGb0aHursw",6,4,4,3,4,4,4,4,2,2,6,5,4,2,4,5,6,6,7,5,3,1,4,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_20YjkC7LxjjPPVB",NA,"Trump"
"732",322,2,2019-05-22 16:28:51,2019-05-22 16:32:08,197,"R_BtfALXqEwGiTRe1",6,NA,NA,NA,6,NA,4,NA,NA,7,3,2,1,4,5,6,4,4,4,6,5,2,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2fdNqQUGsHnqJf8",NA,"Other"
"733",112,2,2019-05-22 16:29:00,2019-05-22 16:32:43,223,"R_293M5x4TsQbRQ28",5,5,6,4,4,5,3,4,4,6,6,3,3,1,6,7,7,7,7,7,3,5,5,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3oTQ9WXbDd44VKF",NA,"Trump"
"734",245,2,2019-05-22 16:29:04,2019-05-22 16:31:27,143,"R_vweKCfDbe0lDFrr",2,5,2,6,5,4,3,5,5,1,5,1,1,3,7,6,5,5,5,6,3,7,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1jrde6Qyn3lRgW0",NA,"Other"
"735",520,2,2019-05-22 16:29:05,2019-05-22 16:32:30,204,"R_Q5oVKwAtG4Ql4SB",6,6,4,7,6,6,4,6,6,1,4,1,1,4,2,4,5,4,4,4,5,5,7,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3oRsrSwt3Eu1pHz",NA,"Other"
"736",327,2,2019-05-22 16:29:06,2019-05-22 16:31:56,170,"R_1otBWGnaHgAeFha",5,4,4,4,4,4,3,4,1,5,5,4,4,1,7,4,7,7,7,7,1,2,3,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_23azutfcB1UjWrs",NA,"Trump"
"737",394,2,2019-05-22 16:30:40,2019-05-22 16:33:15,155,"R_vCzBWtUMmSrAiIx",4,5,4,4,6,4,3,3,4,2,7,1,3,2,6,7,7,7,7,7,1,4,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_25NJchy2XQ0Jwz6",NA,"Trump"
"738",528,2,2019-05-22 16:31:19,2019-05-22 16:34:21,182,"R_7QVpTcirNfKmIHT",3,5,3,5,6,6,4,4,5,7,3,1,2,4,5,7,7,7,7,7,1,2,7,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2e2s2zOhYXVpgXj",NA,"Other"
"739",391,2,2019-05-22 16:31:27,2019-05-22 16:36:58,330,"R_6Yj0BnW6MmuZ0lj",3,3,2,1,1,3,2,1,1,1,7,2,7,1,5,1,7,5,6,2,3,1,3,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_O8YDeqByj4gap0d",NA,"Trump"
"740",234,2,2019-05-22 16:32:09,2019-05-22 16:36:12,243,"R_Wd0XFoTegA5XmRX",NA,NA,1,NA,7,NA,6,7,NA,7,NA,4,4,2,1,NA,NA,7,NA,NA,7,4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2fk7QTHbPexFVql",NA,"Other"
"741",360,2,2019-05-22 16:33:22,2019-05-22 16:36:37,195,"R_1f41Y5PdC3elLa1",1,5,1,7,7,7,4,7,7,7,1,1,3,4,2,6,5,6,5,6,3,5,6,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1Dr4o7Y953MVMwH",NA,"Other"
"742",74,2,2019-05-22 16:33:25,2019-05-22 16:37:14,229,"R_3nln97mkYdXYp3D",NA,5,6,3,4,NA,1,2,3,3,6,3,4,2,2,3,4,3,4,3,4,3,4,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_27lH8jpRLHG3gSb",NA,"Trump"
"743",462,2,2019-05-22 16:33:25,2019-05-22 16:41:49,503,"R_xfTSO5z2WGerHa1",6,4,2,4,6,7,3,5,2,7,5,6,4,4,6,7,7,7,7,7,5,6,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_Do8A5PHlhMT06xr",NA,"Other"
"744",249,2,2019-05-22 16:33:35,2019-05-22 16:35:22,106,"R_DTbKC3BrK7kxjEd",1,6,5,6,5,7,4,6,5,1,2,1,2,3,5,7,7,7,7,7,3,5,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_Aie2Meo5HOdDMt3",NA,"Other"
"745",305,2,2019-05-22 16:33:52,2019-05-22 16:37:14,201,"R_290a2rryJudehYr",3,4,4,4,6,4,4,4,4,7,5,1,1,4,7,7,2,7,6,7,2,2,1,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3rYuXZOdxP7RYll",NA,"Clinton"
"746",448,2,2019-05-22 16:33:54,2019-05-22 16:35:55,120,"R_1IS3pCTGVDXeINC",3,3,3,7,7,7,4,7,7,7,3,1,2,4,6,6,4,6,3,6,1,3,4,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_uzdrVPXBGLmwWgp",NA,"Other"
"747",125,2,2019-05-22 16:35:32,2019-05-22 16:37:47,135,"R_phrmVWUeXJDlDEJ",4,7,4,1,5,5,2,1,1,1,6,1,1,4,4,1,6,4,6,2,1,1,3,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3Jts94hJhTZPXUa",NA,"Trump"
"748",453,2,2019-05-22 16:36:04,2019-05-22 16:38:37,153,"R_21sSDaxx7icuaap",4,7,5,4,6,4,2,3,3,NA,7,1,NA,1,7,7,7,7,7,7,1,3,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_23UhBhvbbSnoVQA",NA,"Other"
"749",135,2,2019-05-22 16:37:00,2019-05-22 16:40:18,197,"R_1IXeauBk5Nl9YHR",1,1,1,7,5,4,4,6,5,7,2,2,1,4,3,7,6,7,6,7,5,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2TFxzGLMrGD7WrG",NA,"Clinton"
"750",56,2,2019-05-22 16:37:05,2019-05-22 16:40:52,227,"R_BWJqk3PABUsPNhn",5,4,4,4,4,4,1,4,3,NA,7,2,6,1,4,4,7,7,7,6,1,1,1,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1rJopcDW3xCSYLl",NA,"Trump"
"751",278,2,2019-05-22 16:37:51,2019-05-22 16:40:32,161,"R_2Ck9scFt9wMDt8C",1,4,5,5,4,5,3,4,5,NA,7,7,4,2,6,3,5,5,4,3,1,7,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_daipAMuOBBFNLsR",NA,"Other"
"752",285,2,2019-05-22 16:38:30,2019-05-22 16:42:27,236,"R_3L8g3d7HapRdDwn",5,6,4,4,5,5,4,4,NA,7,4,1,NA,3,1,7,7,7,7,7,5,4,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3O370YvZkMWUhpK",NA,"Other"
"753",287,2,2019-05-22 16:38:35,2019-05-22 16:40:51,135,"R_DADU99RcFxNnrHj",4,4,5,3,4,4,4,2,4,6,7,1,4,3,6,4,5,7,5,5,5,2,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1QzKk0C1IeLbZe7",NA,"Trump"
"754",29,2,2019-05-22 16:38:44,2019-05-22 16:41:02,138,"R_1jwf5H91sL9BPPt",4,4,3,5,NA,4,6,NA,1,NA,7,3,4,1,4,6,7,7,7,7,3,5,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_WloAb5vFY3sGzu1",NA,"Trump"
"755",443,2,2019-05-22 16:39:03,2019-05-22 16:43:24,260,"R_3ExQ7QQ4jwnb6gg",5,7,5,7,5,5,3,4,1,4,7,1,1,NA,3,2,7,7,4,1,5,1,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_7ZMRjRjmodx37gd",NA,"Trump"
"756",380,2,2019-05-22 16:39:35,2019-05-22 16:42:51,196,"R_3g7wEeBhxSeKoP0",4,5,4,2,1,1,3,2,2,6,6,3,5,2,6,7,7,7,7,7,5,3,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3iEbrgMelNO7Pkj",NA,"Other"
"757",400,2,2019-05-22 16:40:08,2019-05-22 16:45:07,299,"R_sKVfvt1f8Ic4Elb",4,5,4,5,7,6,4,5,4,6,5,2,4,3,2,4,4,4,4,4,2,5,7,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2Po19StX9qmjVy4",NA,"Clinton"
"758",143,2,2019-05-22 16:40:27,2019-05-22 16:43:22,175,"R_1GKwNsiLFNrqL3Q",1,4,1,4,4,7,4,4,4,1,4,7,7,1,1,7,7,7,7,7,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1kLDIAvMhTud0QC",NA,"Other"
"759",401,2,2019-05-22 16:41:13,2019-05-22 16:44:39,205,"R_1IrNXmwfCFWzF7q",5,5,5,5,6,5,4,5,5,7,3,1,2,4,5,7,3,7,6,7,4,1,4,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_263I7blYQWALRyU",NA,"Clinton"
"760",334,2,2019-05-22 16:41:56,2019-05-22 16:43:44,108,"R_RetbsSGZrk2Q1l7",4,5,4,5,6,4,5,5,5,7,4,2,1,4,4,7,7,7,7,7,1,2,2,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_bmhdDYoReUMWFTX",NA,"Clinton"
"761",150,2,2019-05-22 16:42:02,2019-05-22 16:45:52,229,"R_3HG2oTkstxCXQoZ",4,NA,4,7,5,4,4,6,7,7,2,1,5,3,4,5,5,5,5,5,1,1,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1jEdQ4G6OuNubet",NA,"Other"
